#;LINEARobjectID;LCtype  ;  P;A;mmed;stdev;rms;Lchi2pdf;nObs;skew;kurt;LR;CUF;t2;t3
;21028253;5;0.331456;0.57;14.89;0.2;0.28;1.938;138;0.39;-1.28;1.763;1;0;0
;21032688;0;-9.9;0.34;14.8;0.11;0.12;1.407;169;1;0.07;1.208;1;0;0
;21041276;7;562.429626;0.57;16.57;0.19;0.23;0.66;126;0.56;-0.56;0.421;1;0;0
;21043223;5;0.290473;0.58;14.63;0.26;0.17;1.965;171;3.75;19.58;1.58;1;0;0
;21043777;1;0.707167;0.49;16.63;0.15;0.17;0.487;130;0.07;-0.83;0.177;2;11;0
;21047116;2;0.297004;0.51;16.38;0.16;0.2;0.737;164;0.1;-0.92;0.555;1;0;0
;21051581;5;0.372026;0.39;16;0.13;0.16;0.735;184;0.32;-0.9;0.525;1;0;0
;21055211;4;0.402118;0.58;15.49;0.19;0.12;1.151;116;1.86;2.96;0.685;2;0;0
;21055315;1;0.569662;0.73;16.64;0.24;0.28;0.98;178;-0.26;-0.87;0.691;1;0;0
;21056450;1;0.761566;0.57;15.53;0.18;0.22;1.477;177;0.09;-1.01;1.257;1;0;0
;21061707;2;0.34254;0.45;16.29;0.16;0.19;0.68;187;0.2;-0.87;0.506;1;0;0
;21062290;5;0.32855;0.43;14.71;0.14;0.19;1.82;174;0.42;-1.13;1.627;1;0;0
;21072171;5;0.244963;0.74;16.24;0.24;0.28;1.106;244;0.9;0.08;0.834;1;0;0
;21073252;5;0.234383;0.52;16.54;0.19;0.22;0.665;462;0.99;2.21;0.426;1;0;0
;21075532;1;0.531263;0.54;14.72;0.16;0.16;2.282;195;-1.47;1.71;1.751;1;0;0
;21080566;1;0.556569;0.78;16.76;0.23;0.22;1.057;239;-0.18;1.39;0.468;1;0;0
;21083054;1;0.697845;0.48;14.33;0.15;0.18;2.212;349;-0.31;-0.88;2;1;0;0
;21085751;1;0.612209;0.44;14.86;0.13;0.16;1.824;172;-0.41;-0.66;1.548;1;0;0
;21095231;1;0.508495;0.74;16.41;0.23;0.25;1.155;136;-0.19;-0.19;0.731;3;0;0
;21095278;5;0.274818;0.33;14.69;0.11;0.13;1.588;203;0.49;-0.69;1.36;1;0;0
;21097076;1;0.591538;0.71;16.46;0.21;0.23;1.161;151;-0.39;-0.36;0.684;1;0;0
;21102918;1;0.517028;1.02;17;0.31;0.34;0.924;101;-0.22;-0.67;0.543;1;0;0
;21106692;5;0.246912;0.7;16.74;0.23;0.25;0.685;221;0.67;0.89;0.344;1;0;0
;21107449;5;0.345055;0.62;14.88;0.21;0.27;2.098;172;0.58;-0.81;1.912;2;0;0
;21110017;5;0.281786;0.58;16.76;0.19;0.23;0.719;465;0.56;-0.09;0.521;1;0;0
;21112412;2;0.283832;0.44;16.42;0.16;0.19;1.006;574;0.06;-1.06;0.856;1;0;0
;21115824;2;0.341788;0.38;16.57;0.13;0.16;0.621;429;0.28;-0.84;0.368;1;0;0
;21124732;5;0.295969;0.44;15.3;0.15;0.2;1.404;122;0.54;-1.04;1.227;1;0;0
;21126144;1;0.547544;0.78;15.41;0.26;0.35;2.523;574;-0.73;-0.79;2.218;1;0;0
;21126187;1;0.555472;0.74;16.04;0.23;0.29;1.774;564;-0.45;-0.85;1.5;1;0;0
;21132420;1;0.568117;0.62;14.28;0.2;0.25;2.75;368;-0.47;-0.75;2.516;1;0;0
;21134069;1;0.559148;0.69;16.8;0.22;0.22;1.129;561;0.43;4.73;0.597;2;0;0
;21139760;1;0.728931;0.68;16.38;0.23;0.31;1.414;283;-0.03;-1.22;1.152;1;0;0
;21145823;1;0.542381;0.72;15.2;0.21;0.23;2.457;308;-1.21;0.87;1.897;1;0;0
;21146742;2;0.321034;0.47;15.9;0.16;0.22;1.5;294;0.06;-1.03;1.328;1;0;0
;21146854;2;0.330739;0.51;15.03;0.2;0.23;2.14;522;0.75;2.08;1.909;2;0;0
;21147974;5;0.316289;0.36;14.88;0.12;0.15;1.901;269;0.33;-1.14;1.704;1;0;0
;21151278;5;0.225734;0.35;15.74;0.12;0.15;1.123;289;0.62;-0.63;0.937;1;0;0
;21160820;1;0.605319;0.95;16.5;0.3;0.38;1.822;289;-0.56;-0.79;1.472;1;0;0
;21161088;5;0.26296;0.31;14.81;0.11;0.15;1.819;208;0.27;-1.22;1.696;1;0;0
;21177419;5;0.303857;0.37;15.16;0.12;0.16;1.57;545;0.78;-0.28;1.327;1;0;0
;21192780;4;0.447281;0.76;15.25;0.22;0.22;1.83;565;2.13;4.09;1.363;1;0;0
;21199837;5;1.073474;0.97;16.27;0.34;0.19;1.219;604;3.22;10.94;0.546;2;4;0
;21200464;1;0.555072;0.81;15.48;0.26;0.33;2.494;531;-1.01;-0.21;2.095;1;0;0
;21203594;5;0.35353;0.6;15.34;0.2;0.27;1.915;560;0.7;-0.86;1.725;1;0;0
;21210238;1;0.624434;0.47;16.94;0.15;0.18;0.508;586;0.04;0.76;0.125;1;0;0
;21215819;1;0.524386;0.84;16.91;0.28;0.31;1.313;575;0.04;1.72;0.871;1;0;0
;21216243;1;0.812051;0.88;16.45;0.28;0.35;1.71;574;-0.55;-0.75;1.369;2;9 1;1
;21223316;1;0.57541;0.56;14.54;0.17;0.21;2.636;328;-0.69;-0.47;2.306;1;0;0
;21225185;1;0.547808;0.81;16.85;0.25;0.29;1.355;574;-0.66;-0.43;0.943;1;0;0
;21235085;1;0.464772;1.01;16.57;0.33;0.41;1.839;551;-0.58;-0.78;1.506;1;0;0
;21248055;1;0.560699;0.69;15.92;0.22;0.27;1.82;338;-0.27;-0.86;1.489;1;0;0
;21255417;5;0.222324;0.55;14.04;0.19;0.22;2.842;303;0.81;0.43;2.578;1;0;0
;21256776;1;0.490971;0.87;16.31;0.28;0.33;1.837;371;-0.5;-0.69;1.534;1;0;0
;21263476;2;0.34407;0.34;15.02;0.12;0.16;1.852;351;-0.06;-1.45;1.758;1;0;0
;21281847;1;0.501049;0.58;15.01;0.21;0.29;2.439;248;-0.17;-1.44;2.338;1;0;0
;21282832;5;0.376725;0.33;14.16;0.11;0.14;2.24;235;0.43;-0.73;1.95;1;0;0
;21285999;5;0.228192;0.37;16.23;0.12;0.13;0.78;309;1.04;2.29;0.538;1;0;0
;21289833;1;0.655393;0.71;16.31;0.23;0.27;1.486;269;-0.73;0.5;1.13;2;0;0
;21291582;5;0.288453;0.37;15.63;0.12;0.16;1.185;419;0.74;-0.43;0.964;1;0;0
;21293569;5;0.348154;0.8;15.34;0.23;0.23;1.837;522;1.8;2.37;1.414;1;0;0
;21298723;1;0.605269;0.6;16.08;0.19;0.23;1.527;519;-0.48;-0.68;1.177;1;0;0
;21303309;1;0.675433;0.42;15.97;0.14;0.17;1.272;450;0;-0.95;1.02;1;0;0
;21303888;5;0.324842;0.41;14.91;0.16;0.21;2.002;512;1.5;5.4;1.87;1;0;0
;21317088;2;0.45308;0.6;16.86;0.2;0.25;0.888;186;-0.06;-0.84;0.644;2;1;0
;21320462;1;0.547736;0.85;16.57;0.28;0.32;1.473;306;-0.36;-0.74;1.119;1;0;0
;21322749;6;0.070417;0.26;15.93;0.11;0.09;0.727;243;3.49;28.37;0.337;1;0;0
;21327599;5;0.241617;0.18;15.4;0.25;0.08;1.006;261;9.04;86.87;0.615;1;0;0
;21332145;5;0.242243;0.71;16.54;0.24;0.31;1.019;301;0.53;-0.89;0.849;1;0;0
;21342238;1;0.72289;0.33;15.57;0.11;0.14;1.153;297;-0.06;-0.18;0.92;1;0;0
;21343483;1;0.552506;0.7;16.62;0.23;0.28;1.102;274;-0.01;-0.88;0.952;1;0;0
;21343608;1;0.616998;0.94;15.8;0.3;0.39;2.255;304;-0.51;-0.92;1.982;1;0;0
;21346811;5;0.394718;0.38;14.17;0.12;0.14;2.325;317;0.01;-0.67;2.082;1;0;0
;21348611;5;0.263172;0.39;14.8;0.13;0.17;1.813;350;0.94;1.26;1.638;1;0;0
;21351213;5;0.289744;0.34;14.26;0.11;0.14;2.043;286;0.48;-0.81;1.832;1;0;0
;21352784;5;0.2375;0.6;16.92;0.21;0.2;0.527;312;2.01;10.99;0.239;1;0;0
;21352859;1;0.514935;0.63;16.49;0.22;0.24;1.136;78;0.25;-0.53;0.968;3;0;0
;21374223;1;0.65749;0.67;16.32;0.21;0.2;1.322;254;-0.5;-0.33;0.946;1;0;0
;21374299;6;0.085404;0.43;16.11;0.14;0.18;0.95;256;-0.59;-0.62;0.746;1;0;0
;21376003;5;0.264685;0.47;14.13;0.15;0.19;2.419;259;0.34;-1.03;2.264;1;0;0
;21377934;1;0.6448;0.34;14.86;0.11;0.15;1.686;282;0.07;-1.14;1.472;1;0;0
;21379220;4;1.967382;0.45;14.66;0.13;0.17;1.795;272;1.7;1.73;1.315;2;3;0
;21384802;5;0.385857;0.78;16.68;0.26;0.28;0.743;168;0.77;-0.28;0.568;1;0;0
;21390806;4;1.990357;0.62;14.86;0.26;0.06;1.84;204;3.72;13.29;0.48;1;0;0
;21393081;5;0.257464;0.6;16.23;0.2;0.23;1.045;262;0.77;-0.3;0.834;1;0;0
;21396049;1;0.737033;0.66;16.89;0.21;0.23;0.779;309;-0.13;-0.54;0.546;1;0;0
;21396226;5;0.291844;0.45;16.6;0.15;0.2;0.732;491;0.61;-0.73;0.549;1;0;0
;21397555;2;0.278619;0.44;15.9;0.15;0.19;1.343;434;0.1;-1;1.16;1;0;0
;21401145;5;0.279688;0.47;15.57;0.16;0.2;1.553;514;0.67;-0.81;1.344;1;0;0
;21406268;1;0.469575;0.95;14.94;0.33;0.45;3.024;490;-0.79;-0.78;2.753;1;0;0
;21411900;0;-9.9;0.36;16.19;0.11;0.09;0.603;108;0.51;1.79;0.23;1;0;0
;21420907;5;0.24747;0.67;15.15;0.22;0.27;1.812;241;0.99;-0.19;1.593;1;0;0
;21432837;1;0.562887;0.67;14.47;0.22;0.23;2.576;161;-0.67;-0.2;2.185;1;0;0
;21439314;1;0.590885;0.62;15.48;0.21;0.26;1.8;214;-0.36;-1.05;1.547;1;0;0
;21443406;1;0.70617;0.52;14.08;0.17;0.2;2.485;200;-0.56;-0.61;2.249;2;11;0
;21452146;1;0.561401;0.64;15.85;0.21;0.27;1.432;224;-0.24;-1.04;1.158;1;0;0
;21454119;1;0.541313;0.76;16.79;0.24;0.25;0.925;224;-0.5;-0.43;0.528;1;0;0
;21460667;1;0.534597;0.82;16.15;0.26;0.31;1.888;441;-0.75;-0.32;1.474;1;0;0
;21460890;2;0.288119;0.47;16.84;0.16;0.21;0.667;496;0.06;-1.03;0.521;1;0;0
;21461642;5;0.354474;0.52;15.14;0.17;0.22;1.905;535;0.94;-0.32;1.673;1;0;0
;21468302;5;0.271056;0.71;14.52;0.23;0.31;2.498;515;0.94;-0.39;2.309;1;0;0
;21468901;1;0.632848;0.32;15.8;0.17;0.13;1.236;476;6.12;60.83;0.811;1;0;0
;21473837;1;0.530926;0.77;16.41;0.26;0.33;1.663;606;-0.7;-0.64;1.379;1;0;0
;21474739;1;0.462884;0.82;14.93;0.29;0.38;2.833;512;-0.58;-1.1;2.646;2;11;0
;21486032;5;0.3996;0.46;14.91;0.15;0.21;1.96;524;1.1;-0.12;1.742;1;0;0
;21486794;5;0.295763;0.57;14.65;0.2;0.25;2.36;506;0.61;-1.1;2.228;1;0;0
;21488669;1;0.501644;0.71;16.02;0.23;0.29;1.883;473;-0.9;-0.41;1.558;1;0;0
;21492633;2;0.311277;0.46;15.65;0.17;0.23;1.676;457;-0.18;-1.37;1.509;1;0;0
;21496631;5;0.268132;0.46;16.03;0.16;0.22;1.248;478;0.48;-1.13;1.11;1;0;0
;21500886;5;0.249746;0.43;15.59;0.14;0.18;1.575;291;0.22;-1.08;1.283;1;0;0
;21505266;5;0.277885;0.86;16.18;0.33;0.34;1.434;290;2.2;8.33;1.196;1;0;0
;21515129;5;0.312152;0.66;15;0.22;0.28;2.172;320;1.08;-0.13;1.91;1;0;0
;21516768;5;0.379918;0.33;15.73;0.11;0.14;1.159;245;0.31;-0.97;0.886;1;0;0
;21518140;5;0.453168;0.64;15.39;0.2;0.2;1.759;245;1.64;2.26;1.412;2;4;0
;21523718;4;0.856827;0.37;14.55;0.11;0.13;1.885;592;1.89;3.05;1.431;2;5;0
;21526640;1;0.686878;0.51;15.56;0.16;0.2;1.773;506;-0.35;-0.94;1.547;1;0;0
;21531228;5;0.28369;0.45;15.75;0.23;0.19;1.377;607;5.37;44.89;1.159;1;0;0
;21548169;2;0.275788;0.44;15.4;0.15;0.19;1.793;560;-0.16;-1.31;1.633;1;0;0
;21549836;5;0.325611;0.52;15.7;0.18;0.25;1.53;482;0.63;-0.95;1.34;1;0;0
;21549961;5;0.262745;0.4;15.93;0.13;0.17;1.081;547;0.52;-0.56;0.889;1;0;0
;21556651;1;0.61483;0.73;16.06;0.24;0.31;1.885;572;-0.48;-0.57;1.541;1;0;0
;21574197;2;0.349755;0.42;16.37;0.14;0.18;0.985;553;0.09;-1.09;0.837;1;0;0
;21574229;1;0.531468;0.92;16.91;0.3;0.37;1.558;373;-0.5;-0.93;1.201;1;0;0
;21577939;1;0.6326;0.61;15.53;0.19;0.26;1.939;504;-0.28;-1.02;1.703;1;0;0
;21580676;1;0.445691;1.01;16.53;0.31;0.35;1.668;379;-0.37;-0.69;1.33;1;0;0
;21580872;1;0.471745;0.92;16.11;0.34;0.34;2.096;345;1.33;11.75;1.604;1;0;0
;21592660;5;0.251623;0.54;16.84;0.18;0.22;0.683;337;0.7;0.75;0.482;1;0;0
;21592715;1;0.556705;0.69;16.71;0.22;0.26;1.253;368;-0.37;-0.84;1.025;1;0;0
;21594897;4;0.551604;0.59;14.14;0.21;0.18;2.548;211;3.08;11.91;2.097;1;0;0
;21600383;1;0.549574;0.59;15.65;0.19;0.21;2.111;367;-0.7;1.39;1.557;1;0;0
;21619184;1;0.557347;0.6;15.51;0.2;0.27;2.06;335;-0.85;-0.18;1.8;1;0;0
;21622547;1;0.574881;0.66;14.98;0.21;0.28;2.49;256;-0.32;-1.05;2.23;1;0;0
;21629752;1;0.606128;0.55;16.48;0.18;0.22;1.027;305;-0.16;-0.89;0.835;1;0;0
;21640723;1;0.650449;0.65;16.67;0.22;0.26;1.191;460;-0.39;-0.52;0.906;1;0;0
;21646118;4;0.831411;0.59;16.7;0.19;0.12;0.544;343;2.66;8.4;-0.108;1;0;0
;21648266;1;0.566149;0.75;15.45;0.24;0.3;2.307;480;-0.55;-0.97;2.073;1;0;0
;21650357;2;0.263573;0.49;16.74;0.16;0.2;0.729;500;0.11;-0.29;0.534;1;0;0
;21653608;7;120.250099;0.95;16.06;0.29;0.33;1.709;243;0.6;-0.63;1.431;1;0;0
;21655849;0;-9.9;0.32;14.47;0.14;0.06;1.845;54;3.73;16.96;1.078;1;0;0
;21656045;5;0.277903;0.56;15.2;0.17;0.2;1.919;234;0.93;0.03;1.617;1;0;0
;21656207;1;0.559838;0.74;16.67;0.24;0.29;1.148;201;-0.21;-0.86;0.867;1;0;0
;21658179;1;0.513953;0.54;14.77;0.18;0.22;2.278;203;-0.24;-0.8;2.044;1;0;0
;21662536;5;0.264596;0.43;15.58;0.13;0.16;1.294;161;0.4;-0.32;1.034;1;0;0
;21665608;5;0.253345;0.51;15.72;0.16;0.13;1.194;69;1.28;0.47;0.859;2;4;0
;21666361;5;0.283169;0.49;15.47;0.16;0.22;1.592;211;0.75;-0.75;1.378;1;0;0
;21667966;1;0.664882;0.57;16.58;0.19;0.25;1.043;307;-0.09;-0.82;0.799;1;0;0
;21669734;1;0.582712;0.65;14.59;0.2;0.25;2.583;307;-0.47;-0.7;2.375;1;0;0
;21673990;5;0.362712;0.37;14.06;0.13;0.17;2.435;476;0.38;-0.81;2.236;1;0;0
;21676204;1;0.86671;0.69;14.66;0.22;0.27;2.549;62;0.19;-0.98;2.272;2;0;0
;21676430;5;0.32798;0.5;16.06;0.17;0.23;1.153;295;0.3;-1.06;1.014;1;0;0
;21684795;1;0.633633;0.48;16.89;0.16;0.18;0.569;300;0.34;-0.31;0.305;1;0;0
;21687256;4;0.58816;0.33;15.47;0.11;0.06;0.949;214;3.14;11.55;0.212;1;0;0
;21688272;2;0.304801;0.45;15.08;0.2;0.21;1.913;263;3.14;26.05;1.77;1;0;0
;21702751;1;0.672218;0.61;14.06;0.2;0.23;2.924;201;-0.63;-0.58;2.555;1;0;0
;21703536;5;0.242028;0.49;15.99;0.16;0.17;1.04;220;0.7;0.41;0.824;1;0;0
;21709825;5;0.311015;0.25;15.3;0.11;0.11;1.118;180;4.49;39.26;0.884;1;0;0
;21719768;1;0.533559;0.83;16.6;0.25;0.23;1.18;269;-0.7;0.32;0.789;1;0;0
;21731654;5;0.27418;0.51;14.11;0.16;0.17;2.434;153;0.23;-0.48;2.229;2;0;0
;21738091;5;0.353186;0.74;15.28;0.23;0.25;1.763;283;1.14;0.37;1.492;1;0;0
;21741619;5;0.296797;0.38;15.83;0.12;0.11;0.777;260;0.93;2.8;0.375;1;0;0
;21742308;1;0.716019;0.54;16.04;0.17;0.21;1.105;256;-0.04;-0.82;0.859;1;0;0
;21744543;1;0.715459;0.67;16.93;0.22;0.27;0.826;466;0.22;-0.75;0.618;1;0;0
;21749428;4;0.54068;0.33;16.2;0.18;0.14;0.874;497;4.37;22.64;0.251;2;3;0
;21749710;1;0.579327;0.65;14.57;0.2;0.23;2.613;481;-0.74;-0.22;2.276;1;0;0
;21749947;1;0.638619;0.36;15.88;0.12;0.14;1.185;492;-0.06;-0.63;0.945;1;0;0
;21751319;5;0.268808;0.31;14.77;0.1;0.14;1.838;497;0.33;-1.09;1.65;1;0;0
;21753974;1;0.527856;0.81;15.29;0.25;0.25;2.448;260;-1.07;0.2;2.041;1;0;0
;21759081;5;0.25046;0.33;15.81;0.12;0.12;0.934;165;1.05;2.87;0.704;2;0;0
;21759623;5;0.269877;1.65;14.84;0.49;0.29;2.734;176;2.32;5.89;2.306;2;4;3
;21771914;1;0.600629;0.61;15.62;0.18;0.18;1.628;241;-0.47;-0.39;1.283;1;0;0
;21774610;5;0.251771;0.41;16.22;0.15;0.18;0.752;148;1.01;0.97;0.51;1;0;0
;21781999;5;0.346609;0.62;16.82;0.2;0.22;0.51;188;0.3;-0.44;0.346;1;0;0
;21793262;2;0.396723;0.35;14.67;0.12;0.15;1.644;196;0.21;-1.18;1.489;1;0;0
;21805414;4;0.522197;0.35;14.39;0.1;0.12;1.915;568;2.27;5.18;1.366;2;3;0
;21805462;5;0.265127;0.74;14.05;0.23;0.29;2.852;438;0.66;-0.6;2.678;1;0;0
;21806402;1;0.59208;0.53;15.71;0.17;0.21;1.688;592;-0.62;-0.14;1.309;1;0;0
;21816545;5;0.278466;0.95;16.45;0.3;0.33;0.87;136;1.05;0.15;0.588;2;0;0
;21817156;2;0.284754;0.44;15.59;0.14;0.19;1.117;102;0.23;-1.09;0.943;1;0;0
;21817824;5;0.336634;0.3;15.19;0.1;0.12;1.097;106;0.5;-0.77;0.89;1;0;0
;21821875;5;0.275166;0.38;14.77;0.12;0.15;1.89;360;0.39;-0.97;1.695;1;0;0
;21825990;5;0.31792;0.53;16.28;0.18;0.24;1.103;591;0.46;-0.98;0.943;1;0;0
;21830166;1;0.597418;0.6;16.88;0.19;0.22;0.853;529;0.27;0.76;0.544;1;0;0
;21837152;1;0.566717;0.56;16;0.18;0.2;1.451;288;-0.71;-0.02;1.056;1;0;0
;21846354;7;94.525093;0.7;15.7;0.22;0.26;1.835;508;0.51;-0.82;1.565;1;0;0
;21847613;2;0.348046;0.44;16.41;0.14;0.19;0.876;456;0;-0.95;0.648;1;0;0
;21849383;7;122.937706;0.73;14.08;0.23;0.3;2.964;251;0.03;-0.95;2.71;1;0;0
;21864884;1;0.62247;0.62;15.38;0.19;0.24;1.952;620;-0.19;-1.03;1.675;1;0;0
;21865224;4;0.543326;0.34;15.73;0.11;0.09;0.864;216;1.64;4.2;0.485;2;5;0
;21865663;2;0.352823;0.56;16.99;0.18;0.24;0.606;1004;0.23;0.32;0.409;1;0;0
;21869616;1;0.518199;0.83;16.67;0.27;0.31;1.658;599;-0.77;0.33;1.058;1;0;0
;21874209;1;0.611294;0.66;15.58;0.22;0.25;2.03;593;-0.83;0.18;1.718;1;0;0
;21879209;1;0.502716;0.91;16.84;0.29;0.36;1.58;555;-0.75;-0.63;1.244;1;0;0
;21880646;1;0.543571;0.68;14.07;0.21;0.24;3.064;479;-0.7;0.33;2.599;1;0;0
;21889165;5;0.314411;0.32;14.22;0.11;0.14;2.223;538;0.37;-0.55;2.028;1;0;0
;21893528;1;0.561908;0.58;16.44;0.19;0.25;1.22;576;-0.07;-0.89;0.926;1;0;0
;21895776;5;0.384657;0.42;16.13;0.14;0.19;1.155;517;0.35;-1.1;0.959;1;0;0
;21907874;1;0.536118;0.53;15.96;0.19;0.22;1.689;541;-0.63;0.11;1.309;1;0;0
;21922323;5;0.332636;0.4;16.6;0.13;0.15;0.652;366;1.19;1.81;0.312;1;0;0
;21924353;1;0.582281;0.84;16.34;0.43;0.29;1.774;321;3.28;16.01;1.304;1;0;0
;21924979;5;0.300432;0.87;14.25;0.27;0.32;2.892;164;1.04;-0.08;2.687;1;0;0
;21931970;0;-9.9;0.75;16.45;0.23;0.21;0.704;34;-0.84;0.1;0.472;1;0;0
;21934235;5;0.314734;0.52;14.2;0.17;0.2;2.594;280;0.31;0.3;2.37;1;0;0
;21940638;1;0.459047;0.86;16.96;0.29;0.35;1.302;339;-0.57;-0.39;1.032;1;0;0
;21945058;1;0.674694;0.5;14.09;0.17;0.19;2.619;192;-0.64;0.22;2.315;1;0;0
;21945241;1;0.472329;0.98;16.99;0.31;0.36;1.432;404;-0.66;-0.43;1.064;1;0;0
;21947560;1;0.480494;0.73;15.46;0.24;0.3;2.314;322;-0.59;-0.79;1.991;1;0;0
;21948046;1;0.555007;0.77;16.11;0.24;0.29;1.899;386;-0.79;-0.4;1.508;1;0;0
;21948290;1;0.511121;0.8;16;0.26;0.31;2.117;354;-0.7;-0.68;1.747;1;0;0
;21948919;1;0.584463;0.58;15.23;0.19;0.24;2.1;396;-0.27;-1.03;1.914;1;0;0
;21949111;1;0.511852;0.78;16.72;0.24;0.24;1.289;196;-0.19;-0.39;0.87;3;0;0
;21957980;2;0.360044;0.47;16.46;0.14;0.15;0.87;305;0.04;-0.01;0.408;1;0;0
;21960299;5;0.93521;0.47;16;0.14;0.14;0.995;316;0.15;6.29;0.523;1;0;0
;21961808;5;0.872919;0.5;14.51;0.15;0.13;2.049;298;2.25;4.56;1.559;2;4;0
;21966412;1;0.684609;0.37;16.19;0.18;0.14;0.927;289;6.52;79.36;0.709;1;0;0
;21967499;1;0.570895;0.68;16.81;0.21;0.23;0.983;298;-0.2;-0.24;0.548;2;0;0
;21967825;1;0.540592;0.72;16.1;0.22;0.2;1.756;263;-0.99;0.36;1.306;2;0;0
;21978719;5;0.219634;0.5;15.32;0.16;0.19;1.694;306;0.65;-0.67;1.423;1;0;0
;21979323;5;0.27007;0.36;16.19;0.12;0.15;0.842;497;0.75;0.78;0.6;1;0;0
;21986471;1;0.532222;0.77;16.96;0.24;0.29;1.166;432;-0.32;-0.75;0.794;1;0;0
;21986725;1;0.626299;0.86;15.05;0.29;0.34;2.728;506;0.11;0.68;2.36;1;0;0
;21991284;1;0.629141;0.46;16.39;0.15;0.19;0.917;501;-0.25;-0.89;0.715;1;0;0
;21994408;1;0.481603;0.88;15.3;0.26;0.23;2.689;272;-1.5;1.48;1.996;1;0;0
;21995237;2;0.330706;0.45;16.42;0.27;0.15;0.917;219;4.34;24.37;0.539;1;0;0
;21995454;5;0.26063;0.19;15.35;0.13;0.07;1.395;232;4.03;28.61;0.563;1;0;0
;21996907;1;0.619965;0.56;15.31;0.18;0.22;1.876;184;-0.24;-0.97;1.662;1;0;0
;22000484;2;0.29837;0.47;15.87;0.15;0.19;1.362;174;0.12;-1.04;1.108;1;0;0
;22000485;1;0.571632;0.69;15.7;0.21;0.25;1.929;256;-0.35;-0.89;1.555;1;0;0
;22005161;1;0.568853;0.82;16.58;0.28;0.33;1.656;237;-0.46;-0.78;1.318;1;0;0
;22025835;5;0.422558;0.37;14.23;0.13;0.17;2.243;239;0.15;-1.23;2.072;1;0;0
;22034371;1;0.530764;1.03;16.41;0.4;0.28;1.865;268;2.18;14.68;1.321;1;0;0
;22042245;1;0.554526;0.69;15.52;0.23;0.28;2.325;208;-1.09;-0.14;1.979;1;0;0
;22042430;5;0.311837;0.94;15.1;0.31;0.36;2.162;264;1.04;0.19;1.957;1;0;0
;22042502;1;0.615704;0.86;16.82;0.27;0.31;1.215;297;0;-0.14;0.891;1;0;0
;22046433;5;0.520946;0.52;14.9;0.17;0.16;1.959;208;1.46;1.11;1.621;1;0;0
;22048818;6;0.082158;0.48;14.18;0.2;0.19;2.518;277;2.18;15.23;2.262;1;0;0
;22060124;5;0.246222;0.58;15.81;0.2;0.26;1.342;263;0.71;-0.86;1.161;1;0;0
;22060182;1;0.614368;0.7;16.78;0.28;0.19;0.676;398;2.83;12.03;0.275;1;0;0
;22064994;0;-9.9;0.32;14.15;0.1;0.09;1.527;37;0.84;-0.09;1.286;1;0;0
;22067964;1;0.51154;0.4;15.29;0.13;0.13;1.747;232;-1.45;3.12;1.235;1;0;0
;22070388;1;0.692097;0.61;15.77;0.2;0.24;1.535;258;0.03;-1.01;1.253;1;0;0
;22074693;5;0.329332;0.52;14.14;0.18;0.24;2.434;253;0.52;-1.06;2.27;1;0;0
;22079148;5;0.372173;0.51;14.42;0.15;0.12;1.811;107;1.4;1.4;1.281;2;4;0
;22084807;7;121.457909;0.79;14.48;0.24;0.29;2.725;461;0.45;-0.54;2.543;1;0;0
;22090614;1;0.592152;0.9;16.08;0.29;0.36;2.055;499;-0.65;-0.77;1.793;1;0;0
;22096338;0;-9.9;0.34;14.89;0.11;0.14;1.913;31;-0.81;-0.14;1.331;1;0;0
;22097828;2;0.309844;0.36;15.33;0.16;0.17;1.629;194;3.87;33.51;1.341;1;0;0
;22106421;5;0.318238;0.38;15.96;0.12;0.15;0.786;265;0.41;-0.5;0.579;1;0;0
;22107778;0;-9.9;0.93;16.48;0.52;0.23;4.093;256;-4.41;23.77;0.684;1;0;0
;22113391;5;0.292421;0.4;15.36;0.12;0.14;1.242;216;0.72;-0.31;1.008;1;0;0
;22117001;5;0.275181;0.33;14.41;0.11;0.13;1.918;192;0.84;1.36;1.607;1;0;0
;22118462;1;0.609185;0.43;14.99;0.13;0.16;1.687;186;0.13;-0.97;1.483;1;0;0
;22118602;1;0.611157;0.54;15.73;0.18;0.24;1.53;197;-0.31;-1.14;1.311;1;0;0
;22125812;1;0.588623;0.64;16;0.2;0.24;1.322;131;0.05;-0.91;0.971;1;0;0
;22129367;1;0.642857;0.67;14.33;0.23;0.29;2.646;198;-0.4;-1.2;2.443;1;0;0
;22129814;4;0.478838;0.56;15.44;0.18;0.15;1.218;167;1.75;2.7;0.844;2;5;0
;22131050;5;0.264811;0.39;14.35;0.13;0.15;1.912;161;0.62;-0.52;1.651;1;0;0
;22137788;1;0.469863;1.07;16.5;0.32;0.27;1.427;147;-0.75;-0.13;0.979;2;0;0
;22139094;1;0.573868;0.71;14.86;0.22;0.22;2.31;182;-0.24;-0.53;1.953;2;0;0
;22152661;1;0.622195;0.55;16.86;0.18;0.22;0.83;569;-0.07;-0.73;0.448;1;0;0
;22159524;4;0.946179;0.42;15.98;0.15;0.12;1.079;575;2.85;9.34;0.374;1;0;0
;22161006;1;0.515071;0.74;14.05;0.25;0.31;3.171;595;-0.67;-0.23;2.835;1;0;0
;22163481;5;0.338967;0.5;15.07;0.16;0.21;1.954;545;0.78;-0.62;1.75;1;0;0
